college_id,course,year,round,quota,category,closing_marks
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,SEBC,335
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,Open,358
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,OBC,338
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,EWS,328
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,SC,252
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,ST,184
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,NTD,322
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,NTC,308
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,NTB,285
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,VJA,298
pvt-bds-vasantdada-sangli,BDS,2024,CAP_R1,State,SEBC,328
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,Open,348
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,OBC,328
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,EWS,318
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,SC,245
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,ST,178
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,NTD,312
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,NTC,298
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,NTB,275
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,VJA,288
pvt-bds-smbt-sangamner,BDS,2024,CAP_R1,State,SEBC,318
gac-nagpur,BAMS,2024,CAP_R1,State,Open,510
gac-nagpur,BAMS,2024,CAP_R1,State,OBC,488
gac-nagpur,BAMS,2024,CAP_R1,State,EWS,478
gac-nagpur,BAMS,2024,CAP_R1,State,SC,358
gac-nagpur,BAMS,2024,CAP_R1,State,ST,240
gac-nagpur,BAMS,2024,CAP_R1,State,NTD,470
gac-nagpur,BAMS,2024,CAP_R1,State,NTC,458
gac-nagpur,BAMS,2024,CAP_R1,State,NTB,425
gac-nagpur,BAMS,2024,CAP_R1,State,VJA,442
gac-nagpur,BAMS,2024,CAP_R1,State,SEBC,478
gac-nanded,BAMS,2024,CAP_R1,State,Open,498
gac-nanded,BAMS,2024,CAP_R1,State,OBC,475
gac-nanded,BAMS,2024,CAP_R1,State,EWS,465
gac-nanded,BAMS,2024,CAP_R1,State,SC,348
gac-nanded,BAMS,2024,CAP_R1,State,ST,232
gac-nanded,BAMS,2024,CAP_R1,State,NTD,458
gac-nanded,BAMS,2024,CAP_R1,State,NTC,445
gac-nanded,BAMS,2024,CAP_R1,State,NTB,415
gac-nanded,BAMS,2024,CAP_R1,State,VJA,432
gac-nanded,BAMS,2024,CAP_R1,State,SEBC,465
gac-osmanabad,BAMS,2024,CAP_R1,State,Open,492
gac-osmanabad,BAMS,2024,CAP_R1,State,OBC,470
gac-osmanabad,BAMS,2024,CAP_R1,State,EWS,460
gac-osmanabad,BAMS,2024,CAP_R1,State,SC,342
gac-osmanabad,BAMS,2024,CAP_R1,State,ST,228
gac-osmanabad,BAMS,2024,CAP_R1,State,NTD,452
gac-osmanabad,BAMS,2024,CAP_R1,State,NTC,440
gac-osmanabad,BAMS,2024,CAP_R1,State,NTB,410
gac-osmanabad,BAMS,2024,CAP_R1,State,VJA,425
gac-osmanabad,BAMS,2024,CAP_R1,State,SEBC,460
gac-jalna,BAMS,2024,CAP_R1,State,Open,488
gac-jalna,BAMS,2024,CAP_R1,State,OBC,465
gac-jalna,BAMS,2024,CAP_R1,State,EWS,455
gac-jalna,BAMS,2024,CAP_R1,State,SC,338
gac-jalna,BAMS,2024,CAP_R1,State,ST,224
gac-jalna,BAMS,2024,CAP_R1,State,NTD,448
gac-jalna,BAMS,2024,CAP_R1,State,NTC,435
gac-jalna,BAMS,2024,CAP_R1,State,NTB,405
gac-jalna,BAMS,2024,CAP_R1,State,VJA,422
gac-jalna,BAMS,2024,CAP_R1,State,SEBC,455
gac-baramati,BAMS,2024,CAP_R1,State,Open,502
gac-baramati,BAMS,2024,CAP_R1,State,OBC,480
gac-baramati,BAMS,2024,CAP_R1,State,EWS,470
gac-baramati,BAMS,2024,CAP_R1,State,SC,352
gac-baramati,BAMS,2024,CAP_R1,State,ST,235
gac-baramati,BAMS,2024,CAP_R1,State,NTD,462
gac-baramati,BAMS,2024,CAP_R1,State,NTC,450
gac-baramati,BAMS,2024,CAP_R1,State,NTB,420
gac-baramati,BAMS,2024,CAP_R1,State,VJA,438
gac-baramati,BAMS,2024,CAP_R1,State,SEBC,470
aided-tilak-pune,BAMS,2024,CAP_R1,State,Open,470
aided-tilak-pune,BAMS,2024,CAP_R1,State,OBC,448
aided-tilak-pune,BAMS,2024,CAP_R1,State,EWS,438
aided-tilak-pune,BAMS,2024,CAP_R1,State,SC,322
aided-tilak-pune,BAMS,2024,CAP_R1,State,ST,218
aided-tilak-pune,BAMS,2024,CAP_R1,State,NTD,432
aided-tilak-pune,BAMS,2024,CAP_R1,State,NTC,418
aided-tilak-pune,BAMS,2024,CAP_R1,State,NTB,388
aided-tilak-pune,BAMS,2024,CAP_R1,State,VJA,405
aided-tilak-pune,BAMS,2024,CAP_R1,State,SEBC,438
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,Open,380
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,OBC,358
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,EWS,348
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,SC,252
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,ST,178
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,NTD,342
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,NTC,328
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,NTB,298
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,VJA,315
pvt-bams-kodoli,BAMS,2024,CAP_R1,State,SEBC,348
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,Open,482
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,OBC,460
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,EWS,450
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,SC,332
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,ST,220
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,NTD,442
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,NTC,430
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,NTB,400
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,VJA,418
pvt-bams-podar-mumbai,BAMS,2024,CAP_R1,State,SEBC,450
ghmc-mumbai,BHMS,2024,CAP_R1,State,Open,442
ghmc-mumbai,BHMS,2024,CAP_R1,State,OBC,422
ghmc-mumbai,BHMS,2024,CAP_R1,State,EWS,412
ghmc-mumbai,BHMS,2024,CAP_R1,State,SC,305
ghmc-mumbai,BHMS,2024,CAP_R1,State,ST,200
ghmc-mumbai,BHMS,2024,CAP_R1,State,NTD,405
ghmc-mumbai,BHMS,2024,CAP_R1,State,NTC,392
ghmc-mumbai,BHMS,2024,CAP_R1,State,NTB,365
ghmc-mumbai,BHMS,2024,CAP_R1,State,VJA,380
ghmc-mumbai,BHMS,2024,CAP_R1,State,SEBC,410
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,Open,348
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,OBC,328
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,EWS,318
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,SC,232
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,ST,172
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,NTD,312
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,NTC,298
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,NTB,272
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,VJA,285
pvt-bhms-bharati-pune,BHMS,2024,CAP_R1,State,SEBC,318
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,Open,320
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,OBC,300
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,EWS,290
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,SC,215
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,ST,168
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,NTD,285
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,NTC,272
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,NTB,248
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,VJA,262
pvt-bhms-foster-aurangabad,BHMS,2024,CAP_R1,State,SEBC,290
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,Open,332
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,OBC,312
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,EWS,302
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,SC,222
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,ST,170
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,NTD,298
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,NTC,285
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,NTB,258
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,VJA,272
pvt-bhms-jspm-pune,BHMS,2024,CAP_R1,State,SEBC,302
bums-zvm-pune,BUMS,2024,CAP_R1,State,Open,320
bums-zvm-pune,BUMS,2024,CAP_R1,State,OBC,300
bums-zvm-pune,BUMS,2024,CAP_R1,State,EWS,290
bums-zvm-pune,BUMS,2024,CAP_R1,State,SC,218
bums-zvm-pune,BUMS,2024,CAP_R1,State,ST,170
bums-zvm-pune,BUMS,2024,CAP_R1,State,NTD,285
bums-zvm-pune,BUMS,2024,CAP_R1,State,NTC,272
bums-zvm-pune,BUMS,2024,CAP_R1,State,NTB,248
bums-zvm-pune,BUMS,2024,CAP_R1,State,VJA,262
bums-zvm-pune,BUMS,2024,CAP_R1,State,SEBC,290
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,Open,285
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,OBC,265
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,EWS,255
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,SC,195
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,ST,165
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,NTD,252
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,NTC,238
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,NTB,218
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,VJA,230
bums-yb-aurangabad,BUMS,2024,CAP_R1,State,SEBC,258
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,Open,425
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,OBC,405
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,EWS,395
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,SC,295
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,ST,198
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,NTD,388
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,NTC,375
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,NTB,348
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,VJA,365
bpt-gmch-mumbai,BPT,2024,CAP_R1,State,SEBC,395
bpt-sancheti-pune,BPT,2024,CAP_R1,State,Open,340
bpt-sancheti-pune,BPT,2024,CAP_R1,State,OBC,320
bpt-sancheti-pune,BPT,2024,CAP_R1,State,EWS,310
bpt-sancheti-pune,BPT,2024,CAP_R1,State,SC,228
bpt-sancheti-pune,BPT,2024,CAP_R1,State,ST,175
bpt-sancheti-pune,BPT,2024,CAP_R1,State,NTD,305
bpt-sancheti-pune,BPT,2024,CAP_R1,State,NTC,292
bpt-sancheti-pune,BPT,2024,CAP_R1,State,NTB,268
bpt-sancheti-pune,BPT,2024,CAP_R1,State,VJA,282
bpt-sancheti-pune,BPT,2024,CAP_R1,State,SEBC,310
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,Open,332
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,OBC,312
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,EWS,302
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,SC,222
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,ST,172
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,NTD,298
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,NTC,285
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,NTB,262
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,VJA,275
bpt-mgm-navimumbai,BPT,2024,CAP_R1,State,SEBC,305
